REPO NAME,RBAC FLAG,NETWORK POLICY FLAG,NETWORK EGRESS FLAG,DEFAULT NAMESPACE,HTTP WITHOUT TLS,MISSING SECURITY CONTEXT,PRIVILEGE ESCALATION,USPECIFIED PRIVILEGE ESCALATION,ROOT PRIVILEGE,NO ROLLING UPDATE,USERNAME,PASSWORD,KEY
nyc_taxi,False,True,True,0,0,0,0,0,0,2,0,1,0
microservice_deployment,False,True,True,0,2,0,0,0,0,1,0,0,15
helm-chart,False,True,True,0,0,0,0,0,0,0,0,0,0
distributed-systems-cloud-2020,True,True,True,7,1,0,0,0,0,5,2,2,0
Operationalize-a-ML-microservice-API,False,True,True,0,0,0,0,0,0,0,0,0,1
image_crawler_microservice_demo,False,True,True,0,0,0,0,0,0,0,0,0,0
skaffold-demo,False,True,True,0,0,0,0,0,0,0,0,0,0
Toxicity-Detector,False,False,False,0,0,0,0,0,0,0,0,0,0
CoffeeWithCloudySpartans,False,False,False,0,0,0,0,0,0,0,0,0,0
ezStore-microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
dok-example-us,False,True,True,0,0,0,0,0,0,0,0,0,0
Jhispter-Kubernetes,False,True,True,13,61,0,0,0,0,0,14,20,4
microservices-go,False,True,True,8,1,4,0,0,0,0,0,0,12
hello-akka-http,False,True,True,0,1,1,0,0,0,0,0,0,0
blog,False,False,False,0,0,0,0,0,0,0,0,0,0
ibm-pattern-polyglot-kubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
udacity-cloud-devops-engineer-project-4,False,True,True,0,0,0,0,0,0,0,0,0,1
CloudFlix,True,True,True,0,3,0,0,0,0,0,0,0,0
workshop-event-bus-microservice-choreography-may-2018,False,True,True,0,0,14,0,0,0,1,0,0,0
reactive-microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
go-mongodb-docker-microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
MicroServices_Udagram,False,True,True,0,1,0,0,0,0,1,0,0,15
tfm_swcraftsmanship,True,True,True,0,0,0,0,0,0,0,1,1,1
todo,False,True,True,0,0,0,0,0,0,0,0,0,0
microservice-ML-API-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,1
udagram-users,False,False,False,0,0,0,0,0,0,0,0,0,0
microservs_docker_k8s_skaffold_first_try,False,True,True,0,0,0,0,0,0,0,0,0,0
go-grpc-http-rest-microservice-tutorial,False,False,False,0,0,0,0,0,0,0,0,0,0
consignment-kube,False,False,False,0,0,0,0,0,0,0,0,0,0
microservices-platform-in-azure,False,True,True,0,0,0,0,0,0,0,0,0,0
aws-kubernetes-microservices,False,False,False,0,0,0,0,0,0,0,0,0,0
stateful-microservice-with-kubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
beefy-gainz,False,True,True,0,0,0,0,0,0,0,0,0,0
KubernetesUdemy,False,True,True,0,0,3,0,0,0,0,0,0,0
Triangle-Microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
Kubernetes-Demo1,False,True,True,0,0,0,0,0,0,0,1,1,0
operationalize_microservice_api,False,True,True,0,0,0,0,0,0,0,0,0,1
microservices-springBoot-kubernetes,False,True,True,0,0,0,0,0,0,0,2,3,0
library-management-system,False,True,True,0,0,0,0,0,0,0,1,1,0
guide-cloud-ibm,False,True,True,0,0,0,0,0,0,0,0,0,0
guide-kubernetes-intro,False,True,True,0,0,0,0,0,0,0,0,0,0
terraform-gcp-gke-ecommerce,False,False,False,0,0,0,0,0,0,0,0,0,0
microvideo,False,False,False,0,0,0,0,0,0,0,0,0,0
go-bank,False,False,False,0,0,0,0,0,0,0,0,0,0
smoacks,False,True,True,0,1,0,0,0,0,0,0,0,0
adv-cloud-native-go,False,True,True,0,0,0,0,0,0,1,0,0,0
blaid-cluster-manger,False,False,False,0,0,0,0,0,0,0,0,0,0
kube-microservices,False,True,True,0,0,1,0,0,0,4,0,0,3
kafka-cqrs,False,True,True,0,0,0,0,0,0,0,0,0,0
nodejs-microservices,False,True,True,0,0,0,0,0,0,1,1,1,3
vinnsl-nn-cloud,False,True,True,1,0,0,0,0,0,0,0,0,0
appsody4springsvc2k8s,False,True,True,0,0,0,0,0,0,0,3,3,0
microservice,False,False,False,0,0,0,0,0,0,0,0,0,0
LearningKubeApp,False,True,True,0,3,0,0,0,0,0,7,6,2
neocargo,False,True,True,0,0,0,0,0,0,3,0,0,0
microservice-kubernetes-istio,False,True,True,0,0,1,0,0,0,1,0,0,0
ml-microservices-k8s,False,True,True,0,0,0,0,0,0,0,0,0,1
PiggyMetrics-config-service,False,True,True,0,6,0,0,0,0,0,6,6,1
flask_photoalbum,False,True,True,0,0,0,0,0,0,0,0,0,2
java-microservice-application,False,True,True,0,0,0,0,0,0,3,1,1,0
ticketing-microservices,False,True,True,0,4,0,0,0,0,0,0,0,5
sklearn,False,True,True,0,0,0,0,0,0,0,0,0,1
2019-fontys-business-and-IT-agility-through-microservice-architecture,False,True,True,0,0,13,0,0,0,1,0,0,0
resilient_istio,False,True,True,0,0,0,0,0,0,0,0,0,0
kubernetes-microservices-demo,False,True,True,0,1,0,0,0,0,2,0,0,0
kubernetes-workshop,False,True,True,0,0,0,0,0,0,0,1,0,0
grpc-health-check,False,True,True,0,0,0,0,0,0,0,0,0,0
microservice-choreography-tweetboard,False,True,True,0,0,5,0,0,0,0,0,0,0
reference-infrastructure-fabric,False,True,True,0,0,0,0,0,0,0,0,0,0
microed,False,False,False,0,0,0,0,0,0,0,0,0,0
jolie-k8s-sample,False,True,True,0,0,0,0,0,0,1,0,0,0
k8s-examples,False,True,True,0,73,1,0,0,1,13,38,32,59
k8s-101-demo-app,False,True,True,8,0,0,0,0,0,0,0,0,0
k8s-fleetman-AWS,True,True,True,2,1,0,0,0,0,0,0,0,0
microserveses_with_node_and_react,False,False,False,0,0,0,0,0,0,0,0,0,0
connect-simple-todos-app,False,True,True,0,0,0,0,0,0,0,1,1,0
Udacity_DevOps_Microservice,False,True,True,0,0,0,0,0,0,0,0,0,1
kubernetes-voting-result-app,False,False,False,0,0,0,0,0,0,0,0,0,0
gcp-microservices-springboot-datastore,False,False,False,0,0,0,0,0,0,0,0,0,0
stubhub-clone,False,True,True,0,0,0,0,0,0,0,0,0,1
microgateway-kubernetes-demo,False,True,True,1,1,1,0,0,0,0,0,0,0
study-note,False,False,False,0,0,0,0,0,0,0,0,0,0
kubernetes-deployment-tool,False,False,False,0,0,0,0,0,0,0,0,0,0
spring-boot-gke,False,True,True,0,0,0,0,0,0,1,0,0,0
ocpmesh-manning,False,True,True,0,0,3,0,0,0,3,0,0,0
microservice-kubernetes-examples,False,True,True,0,0,0,0,0,0,0,0,0,0
cam-scanner,False,True,True,0,0,0,0,0,0,0,0,0,0
kubernetes-observability,False,True,True,0,0,0,0,0,0,0,0,0,0
PythonKubernetesMicroserviceDemo,False,True,True,0,0,0,0,0,0,0,0,0,0
cloud-devops-capstone,False,True,True,0,0,0,0,0,0,0,0,0,0
playing-with-java-microservices-monolith-example,False,False,False,0,0,0,0,0,0,0,0,0,0
ml_microservice,False,True,True,0,0,0,0,0,0,0,0,0,1
rand-name-faas,False,True,True,0,1,0,0,0,0,0,0,0,0
surly,False,True,True,0,0,0,0,0,0,1,0,0,2
ymnnk,False,True,True,0,0,0,0,0,0,0,0,0,0
kubernetes-example,False,True,True,0,0,0,0,0,0,0,0,0,0
spring-petclinic-kubernetes-jib,False,True,True,0,4,0,0,0,0,0,0,0,0
micro-blog,False,True,True,0,0,0,0,0,0,0,0,0,0
productsio,False,False,False,0,0,0,0,0,0,0,0,0,0
say-my-name,False,True,True,0,0,0,0,0,0,0,0,0,0
notes,False,False,False,0,0,0,0,0,0,0,0,0,0
nodejs-microservices-kubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
simple-express,False,True,True,0,0,0,0,0,0,1,0,0,0
Microservices-blogapp-react-node,False,True,True,0,0,0,0,0,0,0,0,0,0
one,False,True,True,0,0,0,0,0,0,0,0,0,3
microservice_python,False,True,True,0,0,0,0,0,0,1,0,0,0
microservice-docker-kubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
PyMicron,False,False,False,0,0,0,0,0,0,0,0,0,0
ambassador-sample,False,True,True,0,0,0,0,0,0,0,0,0,0
ticketify,False,True,True,0,0,0,0,0,0,0,0,0,2
concept-assertion-pipeline,False,True,True,0,0,0,0,0,0,0,0,0,0
Develop-and-Operate-Microservices-on-Kubernetes,False,True,True,2,0,4,0,0,0,5,1,1,1
guide-kubernetes-microprofile-config,False,True,True,0,0,0,0,0,0,0,0,0,1
tom-demo,False,True,True,0,0,0,0,0,0,0,0,0,0
react-microservice-on-gce,False,False,False,0,0,0,0,0,0,0,0,0,0
spring-boot-configmap-quickstart,False,False,False,0,0,0,0,0,0,0,0,0,0
oracledev-microservice-k8s-workshop,False,False,False,0,0,0,0,0,0,0,0,0,0
kubernetes-example-voting-app-v2,False,True,True,0,0,0,0,0,0,0,0,0,0
grpc-kube-test,False,True,True,0,0,0,0,0,0,1,0,0,0
docker-nginx-reload,False,True,True,0,0,0,0,0,0,0,0,0,0
api-digital-bank,False,True,True,0,1,0,0,0,0,0,0,0,0
samples.microservice,False,True,True,0,0,0,0,0,0,0,0,0,4
microservice-demo,False,True,True,0,0,0,0,0,0,0,3,3,0
microservices-rightstart-kit,False,True,True,0,3,0,0,0,0,3,0,0,0
caastle,False,True,True,0,0,2,0,0,0,0,1,1,0
ml_microservices_kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,1
dockerized-microservice-kube,False,True,True,0,3,0,0,0,0,0,1,1,0
microservices-using-docker-kubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
KubernetesMicroservices,False,True,True,0,0,0,0,0,0,0,0,0,0
microservices_node_react,False,True,True,0,0,0,0,0,0,0,0,0,2
microservice-sample,False,True,True,0,1,0,0,0,0,0,0,0,0
oracle-code-brussels-microservices-choreography,False,True,True,0,0,8,0,0,0,0,0,0,0
test-node-microservices-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
selfhealing-k8s-paper,False,True,True,0,0,0,0,0,0,0,0,0,0
mtsds-store,False,True,True,0,0,5,0,0,0,1,6,6,0
UdacityMSDockerKube,False,False,False,0,0,0,0,0,0,0,0,0,0
microserviceUsingAWS,False,True,True,0,0,0,0,0,0,0,0,0,0
k8s-mservice-sample,False,False,False,0,0,0,0,0,0,0,0,0,0
rrp-blog-user-service,False,False,False,0,0,0,0,0,0,0,0,0,0
PiggyMetrics-turbine-stream-service,False,True,True,0,0,0,0,0,0,0,0,0,1
cloudy-flask,False,True,True,0,0,0,0,0,0,0,0,0,0
kubernetes-starter-kit,False,True,True,0,0,0,0,0,0,2,1,1,1
kub-micro,False,True,True,0,0,0,0,0,0,0,0,0,6
Deploy-ML-Microservices-K8S-Udacity,False,True,True,0,0,0,0,0,0,0,0,0,1
product-warehouse-manager-aos,False,True,True,0,2,0,0,0,0,0,0,0,0
k8s-deployment-chart,False,True,True,0,0,0,0,0,0,0,0,0,0
micro-apps-deprecated,False,True,True,0,0,0,0,0,0,0,0,0,10
ToDo-API-with-Golang-and-Kubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
devops-workshop,False,True,True,0,0,0,0,0,0,0,0,0,0
kubernetes-security-journey,True,True,True,0,2,2,0,0,0,0,0,0,0
websnapp,False,True,True,0,0,0,0,0,0,1,0,0,0
kubernetes-with-spring-boot-microservices,False,True,True,0,0,0,0,0,0,0,1,1,0
webinar-kubernetes-api-gateway,False,True,True,0,0,0,0,0,0,0,0,0,0
microservice_k8s_nats,False,True,True,0,4,0,0,0,0,0,0,0,5
k8s-docker-deployment,False,True,True,0,6,0,0,0,0,0,0,0,0
finch,False,True,True,0,0,0,0,0,0,0,0,0,0
sk8,False,True,True,0,0,0,0,0,0,1,0,0,0
microservice-kubes,False,True,True,0,0,0,0,0,0,0,0,0,1
Operationalize-a-Machine-Learning-Microservice-API,False,True,True,0,0,0,0,0,0,0,0,0,1
api-entrypoint,False,True,True,0,0,0,0,0,0,0,0,0,0
kubernetest-microservice-total-invoice-management,False,False,False,0,0,0,0,0,0,0,0,0,0
istio-workshop,False,True,True,3,0,0,0,0,0,0,0,0,1
mobile-app-and-microservices-with-ibm-cloud,False,True,True,0,0,0,0,0,0,0,0,0,0
app-modernization-microservices-lab-iks,False,True,True,0,0,0,0,0,0,0,0,0,0
fib-k8s,False,True,True,0,0,0,0,0,0,2,0,0,2
dockersamples,False,True,True,0,0,5,0,0,0,0,0,0,0
petstore-microservice,False,True,True,0,0,0,0,0,0,0,0,0,0
Sandbox-mini-blog-microservice,False,True,True,0,0,0,0,0,0,0,0,0,0
camel-microservices-on-k8s,False,False,False,0,0,0,0,0,0,0,0,0,0
enterprise-architecture-mini-project2,False,True,True,0,0,0,0,0,0,0,0,0,47
CDND-Udagram-Review,False,True,True,0,2,1,0,0,0,4,0,0,15
PiggyMetrics-gateway-service,False,True,True,0,0,0,0,0,0,0,0,0,1
PiggyMetrics-statistics-service,False,True,True,0,0,0,0,0,0,0,0,0,1
sockshop_microservices,False,True,True,0,0,0,0,0,0,0,1,0,0
ticketing_microservices,False,True,True,0,4,0,0,0,0,0,0,0,5
udagram-microservices,False,True,True,0,3,0,0,0,0,2,0,0,15
spring-cloud-microservices-kubernetes,False,True,True,0,1,0,0,0,0,0,0,0,0
restful_relay,False,True,True,0,0,0,0,0,0,0,0,0,0
exam-hall,False,True,True,0,0,0,0,0,0,0,0,0,0
microservice-dev-2-prod,False,True,True,0,2,0,0,0,0,0,0,0,0
k8sr,False,True,True,0,0,0,0,0,0,1,0,0,2
kuberty,False,False,False,0,0,0,0,0,0,0,0,0,0
SpringCloudKubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
microservicekubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
nestjs-k8s-boilerplate-microservice,False,True,True,0,0,0,0,0,0,0,6,6,0
applications,True,True,True,0,1,0,0,0,0,0,0,0,9
microservices_docker_kubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
nodejs-stack,False,True,True,0,0,1,0,0,0,2,0,0,0
orchestration,False,True,True,0,0,0,0,0,0,4,0,0,0
lyrics-api-microservices,False,False,False,0,0,0,0,0,0,0,0,0,0
pghdotnet-containers,False,True,True,0,0,0,0,0,0,4,0,0,0
cart,False,True,True,0,0,0,0,0,0,1,0,0,0
microservice_nodejs,False,True,True,0,0,0,0,0,0,1,0,0,0
PiggyMetrics-notification-service,False,True,True,0,0,0,0,0,0,0,1,1,1
order-mgmt-app-k8s,False,True,True,0,0,0,0,0,0,0,0,0,0
tick-it,False,True,True,0,5,0,0,0,0,0,0,0,6
kubernetes-service-discovery,False,True,True,0,23,0,0,0,0,0,15,17,2
Tickets_Microservices,False,True,True,0,0,0,0,0,0,0,0,0,1
java-magazin-random-generator,False,True,True,0,0,0,0,0,0,1,0,0,0
shikanga-cloudnative-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
sentiment-analyzer,False,True,True,0,2,0,0,0,0,3,0,0,0
election,False,True,True,0,0,0,0,0,0,3,0,0,0
playing-with-java-microservices-book-code,False,True,True,0,2,0,0,0,0,0,0,0,0
leaderboard-service,False,True,True,0,0,0,0,0,0,0,0,0,0
nagp-microservices-advanced,False,True,True,1,2,0,0,0,0,3,0,0,2
Spring-Microservices,False,True,True,0,1,0,0,0,0,0,3,2,0
ltts_sboot-microserv-docker-k8s,False,False,False,0,0,0,0,0,0,0,0,0,0
Skeleton-Docker-Microservices,False,True,True,1,0,0,0,0,0,0,0,0,3
pilot,False,True,True,0,1,0,0,0,0,0,1,1,0
bnetserver-chart,False,True,True,0,0,0,0,0,0,0,3,3,0
DSA-Workshop,False,True,True,0,0,0,0,0,0,0,0,0,0
akka-microservice-example,True,True,True,0,0,0,0,0,0,0,0,0,0
Udacity-DevOps-Project-5,False,True,True,0,0,0,0,0,0,0,0,0,1
TestKub,False,False,False,0,0,0,0,0,0,0,0,0,0
kubedev,False,True,True,0,0,0,0,0,0,0,0,0,0
wso2-api-microgateway,False,True,True,0,3,0,0,0,0,0,0,0,0
microservice-example,False,True,True,0,4,0,0,0,0,0,0,0,6
microservices-kubernetes-demo,False,True,True,0,0,0,0,0,0,0,0,0,0
container-days,False,False,False,0,0,0,0,0,0,0,0,0,0
innovate-digital-bank,False,True,True,0,1,0,0,0,0,0,0,0,0
watermark-microservices,False,True,True,0,1,0,0,0,0,0,0,0,0
aspnet-microservices,False,True,True,0,1,0,0,0,0,0,0,0,0
microservicesNode,False,True,True,0,0,0,0,0,0,0,0,0,0
golang_docker_kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
meetingActionsMicroservicesK8s,False,True,True,0,0,0,0,0,0,0,0,0,2
samothrace,False,False,False,0,0,0,0,0,0,0,0,0,0
provisioning-service,False,True,True,0,0,0,0,0,0,0,0,0,0
oracle-code-adventures,False,False,False,0,0,0,0,0,0,0,0,0,0
microservices-blog-project,False,True,True,0,0,0,0,0,0,0,0,0,0
KetoPalOnContainers,True,True,True,0,0,0,0,0,0,0,0,0,9
anthos-deployer,False,True,True,0,0,0,0,0,0,0,0,0,1
Microservice_Demo,False,True,True,0,0,1,0,0,0,0,0,0,0
helidon-mp,False,True,True,0,0,0,0,0,0,0,0,0,0
MicroCouriers,False,True,True,0,0,0,0,0,0,0,0,0,0
k8s-microservice-intro,False,True,True,0,0,5,0,0,0,1,0,0,0
kubernetes-starterkit,False,True,True,7,0,0,0,0,0,0,0,0,0
node-microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
Sentiment-Analysis-with-Kubernetes,False,True,True,0,1,2,0,0,0,0,0,0,0
PiggyMetrics-registry-service,False,True,True,0,0,0,0,0,0,0,0,0,1
Quarter_3_Assignments,False,False,False,0,0,0,0,0,0,0,0,0,0
gototicketing,False,True,True,0,0,0,0,0,0,0,0,0,1
operationalize-ml-service,False,True,True,0,0,0,0,0,0,0,0,0,1
course_selection_demo,False,True,True,0,0,0,0,0,0,0,0,0,0
udacity-project5-ml-microservice-docker-kubernetes,False,True,True,0,0,0,0,0,0,1,0,0,1
cinema-microservice,False,True,True,0,0,0,0,0,0,0,0,0,6
template-svc,False,True,True,0,0,0,0,0,0,0,2,2,1
guide-cloud-aws,False,True,True,0,0,0,0,0,0,0,0,0,0
PiggyMetrics-account-service,False,True,True,0,0,0,0,0,0,0,0,0,1
MSA-Containers,False,True,True,0,0,0,0,0,0,2,0,0,0
learning-k8s,False,True,True,0,0,1,0,0,0,1,0,0,0
movie-booking-system-kubernetes,False,True,True,0,0,0,0,0,0,0,2,3,4
microservices_course_blog,False,True,True,0,0,0,0,0,0,0,0,0,0
DeviceCache.Containers,False,True,True,0,0,0,0,0,0,3,0,0,0
gophercon18,False,False,False,0,0,0,0,0,0,0,0,0,0
python-microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
udacity-microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
kubernetes-guide-tts,False,False,False,0,0,0,0,0,0,0,0,0,0
RoyalAfgInGo,True,True,True,0,2,0,0,0,0,0,7,4,7
rng-microservice-kubernetes,False,True,True,0,0,0,0,0,0,1,0,0,0
k8s-storage-manager,False,False,False,0,0,0,0,0,0,0,0,0,0
kube-configmap,False,True,True,0,1,0,0,0,0,0,0,0,0
Helm-Kubernetes-Example,False,True,True,0,0,0,0,0,0,1,0,0,0
go-calculate-for-me,False,True,True,0,0,0,0,0,0,2,0,0,0
kubekins,False,True,True,0,0,0,0,0,0,0,1,1,0
kube-app,False,True,True,0,0,0,0,0,0,0,0,0,0
EmployeeMicroservice,False,True,True,0,0,2,0,0,0,0,0,0,0
googleio-extended-microservices-k8s,False,True,True,0,0,0,0,0,1,0,1,1,0
simple-blog-microservice,False,True,True,0,0,0,0,0,0,0,0,0,0
k8s-semantic-detective,False,False,False,0,0,0,0,0,0,0,0,0,0
spring-cloud-kubernetes-demo,False,True,True,1,0,0,0,0,0,0,0,0,1
springbootdemo,False,True,True,0,0,0,0,0,0,0,0,0,0
maratona-fullcycle-jun-jul-2020,False,False,False,0,0,0,0,0,0,0,0,0,0
MicroservicesApp_Kubernetes_AWS,False,True,True,0,0,0,0,0,0,0,0,0,0
Microservices-deployment-with-PaaS-Containers-and-Serverless-Platforms,False,True,True,0,1,0,0,0,0,0,0,0,0
micronaut-multiple-services-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
overmind,False,True,True,0,0,0,0,0,0,3,0,0,5
kubernetes-handson-microservices,False,True,True,0,0,3,0,0,0,1,0,0,0
guide-okd,False,True,True,0,0,0,0,0,0,0,0,0,0
cascon-2019-kubernetes-apimanager,False,True,True,0,0,0,0,0,0,0,0,0,0
kubernetesMicroserviceApp,False,True,True,0,0,0,0,0,0,0,0,0,2
kubernetes-worker-autoscaler,False,False,False,0,0,0,0,0,0,0,0,0,0
k8s-microservice-skeleton,False,True,True,0,0,0,0,0,0,0,0,0,0
spring-boot-kubernetes,False,True,True,0,0,0,0,0,0,0,0,0,0
MSCICD,False,False,False,0,0,0,0,0,0,0,0,0,0
ticketing-app,False,True,True,0,4,0,0,0,0,0,0,0,4
todo-app,False,True,True,0,5,0,0,0,0,0,1,0,0
sample-spring-microservices,False,True,True,0,3,0,0,0,0,0,0,0,0
example-haskell-kubernetes-service,False,True,True,0,0,0,0,0,0,2,0,0,0
phpAuthMs,False,True,True,0,0,0,0,0,0,0,0,0,35
nodejs-openshift-app,False,False,False,0,0,0,0,0,0,0,0,0,0
k8s-test,False,True,True,0,0,0,0,0,0,0,0,0,4
gke-cloud-code-microservices,False,True,True,3,0,0,0,0,0,0,0,0,0
microservice-istio,False,True,True,0,0,0,0,0,0,0,0,0,0
go4microservice2azurekvbyenv,False,True,True,0,0,0,0,0,0,0,0,0,4
microservices-nodejs-kubernetes,False,True,True,3,1,0,0,0,0,0,0,0,0
operationalize-machinelearning-service,False,True,True,0,0,0,0,0,0,0,0,0,1
kube-cluster-sample,False,True,True,0,0,0,0,0,0,0,0,0,4
Monolith-to-Microservices-at-Scale,False,True,True,0,3,1,0,0,0,4,0,0,15
springboot-cloud-demo-one,False,False,False,0,0,0,0,0,0,0,0,0,0
monorepo-microservices,False,True,True,1,0,0,0,0,0,0,0,0,3
microservices-helm-toolchain,False,True,True,0,0,0,0,0,0,0,0,0,0
microservices-nodejs-nextjs-k8s,False,True,True,0,2,0,0,0,0,0,0,0,3
kubernetes,False,False,False,0,0,0,0,0,0,0,0,0,0
full-stack-template,False,True,True,0,10,0,0,0,0,1,2,1,0
go-grpc-http-rest-microservice,False,False,False,0,0,0,0,0,0,0,0,0,0
gke-istio-gce-demo,False,False,False,0,0,0,0,0,0,0,0,0,0
LoanMe,False,False,False,0,0,0,0,0,0,0,0,0,0
sources.ms4.io,False,False,False,0,0,0,0,0,0,0,0,0,0
kubeyard,False,True,True,0,0,0,0,0,0,0,0,0,0
elastic-microservices,False,False,False,0,0,0,0,0,0,0,0,0,0
udacity-c3-project,False,True,True,0,1,0,0,0,0,0,0,0,15
microservices-gateway,False,False,False,0,0,0,0,0,0,0,0,0,0
Golang-Microservice,False,True,True,0,0,1,0,0,0,0,0,0,0
mini-blog,False,True,True,0,0,0,0,0,0,0,0,0,0
invoice_management,False,True,True,3,1,0,0,0,0,0,0,0,0
microservice-blog,False,True,True,0,0,0,0,0,0,0,0,0,0
go-guestbook-microservice-example,False,True,True,0,0,0,0,0,0,0,0,0,0
microservices-deploy,False,True,True,0,2,0,0,0,0,2,0,0,0
freddies,False,True,True,0,0,0,0,0,0,0,0,0,0
gm-license-count-k8s,False,False,False,0,0,0,0,0,0,0,0,0,0
ridesharingdemo,False,False,False,0,0,0,0,0,0,0,0,0,0
city-informer-api,False,True,True,0,0,0,0,0,0,0,0,0,0
socrates,False,True,True,0,0,0,0,0,0,0,1,1,0
weatherkube,False,True,True,0,2,0,0,0,0,2,0,0,0
world-messages,False,True,True,0,0,0,0,0,0,2,0,0,29
Java-MicroProfile-on-Kubernetes,False,True,True,0,1,0,0,0,0,0,0,0,2
trust-store,False,True,True,0,0,0,0,0,0,0,1,1,0
CloudManager,False,True,True,0,1,0,0,0,0,0,0,0,0
Ticketing,False,True,True,0,4,0,0,0,0,0,0,0,5
micro-string,False,True,True,0,0,0,0,0,0,1,0,0,0
ui5atelier,False,False,False,0,0,0,0,0,0,0,0,0,0
helper,False,False,False,0,0,0,0,0,0,0,0,0,0
MicroServiceWithDocker,False,False,False,0,0,0,0,0,0,0,0,0,0
mok,False,False,False,0,0,0,0,0,0,0,0,0,0
online-banking-example,False,True,True,0,0,0,0,0,0,0,0,0,0
rambolite,False,False,False,0,0,0,0,0,0,0,0,0,0
microservice-mysql-kubernetes,False,True,True,0,0,1,0,0,0,0,0,0,0
k8s-mircroservice-blog,False,True,True,0,0,0,0,0,0,0,0,0,0
microservice-app,False,True,True,0,0,0,0,0,0,0,0,0,0
spring-microservices-k8s,True,True,True,1,0,0,0,0,0,0,1,1,5
SageMaker-Model-Deployment,False,True,True,0,0,0,0,0,0,0,0,0,1
quarkus-surmiser-app,False,False,False,0,0,0,0,0,0,0,0,0,0
nestjs-api,False,False,False,0,0,0,0,0,0,0,0,0,0
microservices_ticketing_app,False,True,True,0,4,0,0,0,0,0,0,0,5
microservices-k8s,False,True,True,0,1,0,0,0,0,4,0,0,18
ecommerce-microservice-app,False,False,False,0,0,0,0,0,0,0,0,0,0
PiggyMetrics-auth-service,False,True,True,0,0,0,0,0,0,0,0,0,1
kubernetes-microservices,False,True,True,0,0,0,0,0,0,0,0,0,0
vscode-zipkin-extension,False,False,False,0,0,0,0,0,0,0,0,0,0
ticket-app,False,True,True,0,0,0,0,0,0,0,0,0,1
k8s-workshop-eu,False,False,False,0,0,0,0,0,0,0,0,0,0
todo-api-go-grpc,False,True,True,4,0,0,0,0,0,0,0,0,0
kubetools,False,True,True,0,0,0,0,0,0,0,0,0,0
oci-arch-microservice-oke,False,True,True,0,0,0,0,0,0,0,0,0,0
Kubernetes-Microservices-Cloud,False,True,True,0,0,1,0,0,0,1,0,0,0
EventBus-Starter,False,True,True,0,0,0,0,0,0,0,0,0,0
qotm-ws,False,True,True,0,0,0,0,0,0,1,0,0,0
containers_hands_on_lab_environment,False,True,True,0,0,0,0,0,0,0,0,0,0
ticketing-microservice,False,True,True,0,0,0,0,0,0,0,0,0,1
country,False,True,True,0,0,0,0,0,0,0,0,0,0
pacman-kubernetes-linkerd,False,True,True,2,0,0,0,0,0,0,0,0,0
opentracing-istio-troubleshooting,False,True,True,0,14,0,0,0,0,0,0,0,0
jhipster-microservices-example,False,True,True,1,29,0,0,0,0,0,12,14,2
massdriver,False,False,False,0,0,0,0,0,0,0,0,0,0
microservices3,False,True,True,0,0,0,0,0,0,1,0,0,0
mui-test-application1,False,True,True,0,0,0,0,0,0,0,0,0,1
kubernetes-demo,False,True,True,0,0,1,0,0,0,0,0,0,0
kubernetes-simple-dashboard,False,False,False,0,0,0,0,0,0,0,0,0,0
gotoposts,False,True,True,0,0,0,0,0,0,0,0,0,0
voting-app-kub,False,True,True,0,0,5,0,0,0,0,0,0,0
ml-microservice-api,False,True,True,0,0,0,0,0,0,0,0,0,1
Beverage-System-Microservices,False,True,True,2,3,0,0,0,0,0,0,0,0
training-docker-microservice,False,True,True,0,0,0,0,0,0,0,0,0,0
Golfin_services,False,False,False,0,0,0,0,0,0,0,0,0,0
twitter-go,True,True,True,0,1,0,0,0,0,1,2,1,0
monolito-k8s,False,False,False,0,0,0,0,0,0,0,0,0,0
microservices-reference-application,False,True,True,0,0,0,0,0,0,0,0,0,0
microservices-atomic,False,False,False,0,0,0,0,0,0,0,0,0,0
kumuluzee-kubernetes,False,True,True,0,18,0,0,0,0,0,4,4,0
spring-cloud-kubernetes-workshop,False,True,True,0,0,0,0,0,0,0,0,0,0
